annotator	sent_id	updated_at	group_mentioned	group_appealed	intersectional	multiple_groups	opposed_groups	pejorative	group_tags	reasoning	polarity	stance	text	left_context	right_context	further_context	year	date	disagreement
gold	commons_2025_16874:002	2026-06-30	yes	yes	no	no	no	no	['DIS_DISABLED']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	As someone who has worked in this space for a long time, I say that if she does not want to have the impact in law of putting in place a concept that would be ableist and take a deficit model of disability, we need those five principles that are already embedded in the Mental Capacity Act.	I am pleased to hear the hon Lady’s agreement.	We also need the stringent two-stage test, the second stage of which has the four elements that I set out.	Only then can we be certain that we are approaching the paradigm of this complex and important decision making as one where we understand the autonomy and best interests of groups of people we all wish to best protect. The hon Member makes a wonderful point.	2025	2025-02-11	6
gold	commons_2025_16888:035	2026-06-30	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	We cannot continue with a system where consumers are at the mercy of volatile international gas prices while energy companies rake in massive profits.	The UK must take back control of its energy future.	We must end the outdated pricing model that ties renewables to the cost of fossil fuels, and we must unlock investment in rooftop and carport solar.	We must ensure that the benefits of renewables reach the people who need them most and ensure that no family, child or pensioner is left struggling to heat their home when we have the tools to fix this at hand.	2025	2025-02-11	1
gold	commons_2025_18596:002	2026-06-30	yes	yes	yes	no	no	no	['AGE_CHILD']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	On the past two occasions I have been in Ukraine, I have met children who were viciously taken from their homes.	I am very grateful to my hon Friend for mentioning the children who have been abducted.	There was an attempt to effectively brainwash them from their histories.	We are supporting organisations that seek to get those children back and reunite them with their families. I also launched a children in care initiative.	2025	2025-02-24	15
gold	commons_2025_20120:002	2026-06-30	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	Following discussion with the Irish Government, it has been agreed to support a short, independent scoping exercise to assess whether there is merit in a formal process to bring about paramilitary group disbandment, as the IRC has suggested, and whether there would be public support for such a process.	The IRC’s report highlights progress, but reminds us that there is still much to do to tackle paramilitarism and the harm it causes.	Having spent lots of time with family in Northern Ireland since I was a small child, I have seen the progress made over the years and know what a difference it has made on the ground.	I welcome this Government’s commitment to help secure that progress and tackle the scourge of paramilitarism. Does the Secretary of State share my view that making further progress will require a range of measures, and that the Executive’s programme on paramilitarism, criminality and organised crime is a crucial part of that?	2025	2025-02-26	0
gold	commons_2025_24216:018	2026-06-30	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	Fixing political finance is, therefore, an essential part of restoring faith in democracy.	Politicians must be effective natural communicators as well as thoughtful legislators, and even the suspicion that we might not be acting in our constituents’ interests will further erode the trust that voters do have in their representatives.	We have already heard that a tenth of the money in our politics comes from unknown or questionable sources and is donated through loopholes in existing law.	Now, we have to come to the solutions. Enforcement is made more difficult by loopholes and a weak enforcement system: Companies House reporting rules are too loose, while the Electoral Commission lacks the independence to investigate potential breaches swiftly and thoroughly.	2025	2025-03-06	1
gold	commons_2025_29424:026	2026-06-30	yes	yes	no	no	no	no	['DIS_DISABLED']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	I welcome the investment in employment support for disabled people.	I genuinely want the right hon Lady to succeed, and I welcome her commitment today to increasing the number of reassessments and to having more of them face to face and recorded.	I welcome, of course, her reannouncing a host of things that we were doing in government.	Scrapping the work capability assessment and creating a single assessment is already Government policy that is due to come in in 2026-27. Her big idea seems to be to delay that until 2028.	2025	2025-03-18	2
gold	commons_2025_30142:004	2026-06-30	yes	yes	yes	no	no	no	['AGE_RETIRED', 'DIS_DISABLED', 'INC_LOW_INCOME']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	I knew, for example, that 71% of pensioners with a disability would lose that valued and completely necessary extra funding—there was not a rationing mechanism that was efficient for the poorest pensioners.	My view, having had that put on a list of options when I was Chief Secretary, was that there was no way it would be right to do so.	I expected to be held to account, which was why I did not do it.	I was therefore somewhat surprised when, 25 days into a Labour Government, they reversed the policy that they had challenged me about several months before. Those of us who have been in government know that when new Ministers come to power—perhaps as innocent and heartfelt as the hon Member for Swansea West (Torsten Bell)—often ideas that have been rejected by their predecessors are put before them.	2025	2025-03-19	4
gold	commons_2025_30830:007	2026-06-30	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	Our reps working in public services should not be suspended for raising concerns about issues such as funding across our education system.	Will the Leader of the House raise this grievous matter with Cabinet colleagues?	Can pressure be put on the multi- academy trust, which is completely unaccountable, to reinstate this representative?	I am sorry to hear about the case my hon Friend raises. She is right that our trade union representatives do an important job in our workplaces, providing a link between employer and employees, and ensuring that people have the standards and rights that they are entitled to at work, and that they are working in healthy and safe environments.	2025	2025-03-20	1
gold	commons_2025_34523:019	2026-06-30	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	The right hon Lady also asked about the British consular assistance.	That includes Singapore, India and other neighbouring countries.	We have an update that there are no concerns regarding missing British travellers either in Myanmar or Thailand, but I will continue to update her should that change.	---	2025	2025-03-31	0
gold	commons_2025_39108:011	2026-06-30	yes	yes	yes	no	no	no	['DIS_DISABLED', 'OTH_NON_RISS']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	We have delivered an extra 7,800 home adaptations through the disabled facilities grant to change the lives of thousands more disabled people for the better.	We have legislated for the first ever fair pay agreement for social care in order to tackle the 130,000 vacancies we see today.	In the Budget, the Chancellor provided the biggest increase in carer’s allowance since the 1970s, worth £2,000 a year to family carers and with an extra £3.7 billion for local authorities.	We are not hanging around on more structural reforms, either. We are introducing new standards to help people who use care, their families and providers to choose the most effective new technology as it comes on the market.	2025	2025-04-23	1
gold	commons_2025_40074:007	2026-06-30	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	We have a birth rate of one child for every three women—again, one of the worst rates in the whole of the industrialised world.	Some 22% of Scotland’s population is over 65, which is one of the highest ratios in the whole of the western world—I think the figure for England is 17%.	I do not need to lecture hon Members about what the birth rate means.	We need two children for every woman just to sustain the population at its current levels; a birth rate of one child for every three women cannot be sustainable. That is what makes the two-child benefit cap all the more absurd, heinous and callous.	2025	2025-04-25	0
gold	commons_2025_43572:018	2026-06-30	yes	yes	yes	no	no	no	['OCC_AGRICULTURE', 'OTH_NON_RISS']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	As part of our commitment to strengthening vital sectors across the agricultural and food industries, we have also announced measures to provide stability to farmers and workers in the UK’s poultry sector.	The Government will set out our plans for further steps and detailed information on the growth and skills offer in due course, based on the findings of Skills England’s engagement over the autumn with key partners, including employers and training providers.	In February, the Government announced a five-year extension to the seasonal worker visa until the end of 2030, ensuring a reliable pipeline of workers for farms.	As in previous years, 2,000 visas have been allocated specifically for seasonal poultry workers, and annual quota reviews will balance farm support with reducing reliance on seasonal migrant labour, helping farms to grow with stability and confidence. I turn to funding.	2025	2025-05-08	8
gold	commons_2025_48916:006	2026-06-30	yes	yes	no	no	no	no	['OTH_NON_RISS']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	More than half of kinship carers say that their children are not getting the help that they need in education or to access mental health, or indeed any legal advice about their rights or options.	Too often they are left to navigate complex systems with little support.	Many are forced to reduce their hours or leave work entirely, yet there is still no statutory right to paid employment leave for kinship carers.	On adoption, the situation is no less troubling. Post-adoption support is patchy at best, with some families waiting six months just for an initial assessment, and the Government have now reduced this important fund.	2025	2025-05-20	7
gold	commons_2025_60233:001	2026-06-30	yes	yes	yes	no	no	no	['OTH_NON_RISS', 'REL_JEWISH']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	As the Member of Parliament for the largest Jewish school in Europe, may I thank the Foreign Secretary for his earlier assurances on safeguarding the community in this country?	Obviously, NATO in the coming days will be another forum in which we can reach a common path towards diplomacy.	May I also commend the way in which he has diligently pursued a negotiated outcome to this destabilised situation?	He knows that it used to be said that the Israeli Prime Minister jumped to the tune of America. Now that it seems to be the other way round, what action will he take against Prime Minister Netanyahu specifically, in order to stop the destabilisation of the middle east?	2025	2025-06-23	6
gold	commons_2025_62702:004	2026-06-30	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	I have visited Glastonbury before and know that it provides an incredible showcase for a lot of up-and-coming British artists, not just those at the top of their game.	I share his view that festivals, and particularly music festivals, must be safe, inclusive and welcoming spaces, and I fear that we fell way short on this occasion.	However, as the organisers rightly acknowledge, a line was crossed at the weekend, and that must not be allowed to happen again.	I thank the Secretary of State for her statement and the sentiments contained therein, but would she agree that in the run-up to the festival it was clear to many of us, given the track record of some of the participants, that this, or something like it, was going to happen? The Government were aware that something was going to happen, as was the BBC, yet still it happened.	2025	2025-06-30	0
gold	commons_2025_64095:011	2026-06-30	yes	yes	yes	no	no	no	['AGE_SCHOOL', 'EDU_IN_EDU', 'OCC_EDUCATORS', 'OTH_NON_RISS']	REASONING_BOTH	POLARITY_PRO_GROUP	STANCE_ENDORSE	There is a worrying decline in the recruitment and retention of music teachers.	The number of students who receive music tuition in schools is falling rapidly, and schools are no longer encouraging students to pursue a music GCSE.	Music hubs are being financially stretched, and music education funding remains at a standstill.	Music education should be accessible for everyone, but at present it is becoming inaccessible to those who cannot afford to take private lessons or take part in extracurricular music activities. It is no accident that the finalists in this year’s BBC young musician contest were all privately educated.	2025	2025-07-03	8
gold	commons_2025_77428:046	2026-06-30	yes	yes	yes	no	no	no	['OTH_NON_RISS', 'REL_JEWISH']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	These were a clear source of fear to the Jewish community, who were grieving just days after an unspeakable tragedy.	It was for that reason that I was so affronted by the protests that took place in the days after the attack.	The same was true on the anniversary of the 7 October attacks.	I described those protests as “un-British” and I stand by that, because those protesters showed none of the generosity of spirit that I love about this country, and they most certainly did their cause no good whatsoever. The right to protest is a fundamental freedom, but it must be balanced against the right the public have to their safety and security.	2025	2025-10-13	2
gold	commons_2025_77548:002	2026-06-30	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	It is good for social cohesion, but it is also tremendous for education, and Burghley House and the John Clare Cottage in North West Cambridgeshire play a vital role in that education.	I thank my hon Friend for that intervention, because it is true: as we have already heard from my hon Friend the Member for Colchester, our heritage is about our future, but it is also about learning about our past.	I am pleased to confirm that this year we continued Historic England’s Heritage Schools programme, which supports teachers to bring local heritage into teaching across the curriculum.	I hope that that continues, because it is very much a passion of the Secretary of State and I; we really want to make sure that our heritage across the United Kingdom is shared by everyone. The Arts Everywhere project is so important for community cohesion and for young people’s learning about our history and shaping its future.	2025	2025-10-13	0
gold	commons_2025_78207:031	2026-06-30	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	I look forward to the Irish Government participating in the process in the months and years ahead.	Because of the last Government’s legacy Act.	I thank the Secretary of State for advance sight of his statement.	The last Government legislated to draw a line under troubles-era litigation. That litigation was inevitably weighted against those who sought to protect our country from terrorism.	2025	2025-10-14	0
gold	commons_2025_80476:001	2026-06-30	yes	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	Let me be absolutely clear: there is no place on our university campuses, in our schools or anywhere in our society for antisemitism, and I send that message loud and clear.	---	That is the message that I have extended to university vice-chancellors, who should be in no doubt that we expect to see action on campus on this very serious issue.	That is why we are putting more funding into training and support, including in our universities where we expect to see action, because there can be no excuse for Jewish students feeling unsafe on campus. Freedom of speech does not mean people have a right to harass or intimidate Jewish students, and university vice-chancellors should be in no doubt that they have a responsibility to act to safeguard the wellbeing of all students.	2025	2025-10-20	1
gold	commons_2025_83387:030	2026-06-30	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	Half of all people who experience a stroke in England are now recovering thanks to revolutionary scanners that mean patients can avoid the risk of serious disability.	That was an appalling inequity, so let me come to our shift from analogue to digital.	The world-first technology that is coming online will analyse CT scans of stroke patients arriving in hospital, identifying them within 60 seconds.	That means that the average time between a patient arriving at a hospital and starting life-saving and life-changing treatment is shortened from 140 minutes to only 79, resulting in less disability and a greater quality of life. I am pleased to update the House that since the roll-out last summer, the tool has been used to interpret the brain scans of more than 60,000 patients.	2025	2025-10-28	0
gold	commons_2025_85990:013	2026-06-30	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	If we want to see fairer, faster and more transparent debt restructuring and prevent another lost decade for low-income countries, the UK is uniquely placed to lead.	That fact alone gives the City of London a moral and practical responsibility.	Global debt reform will not happen in New York or Beijing unless it also happens in London.	In British International Investment—I declare an interest as a former employee—we have a leader among European development finance institutions, one that understands that development finance is not just about providing capital but about building markets. BII’s mission is to identify the bridges that must be built to get economic activity off the ground, create jobs and lift people out of poverty, while delivering a fair return, even when that return is concessional to the British taxpayer.	2025	2025-11-04	0
gold	commons_2025_91024:002	2026-06-30	yes	no	no	no	no	no	['OTH_NON_RISS']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	Last week was Inter Faith Week, which is a chance for communities to come together and celebrate different faiths and beliefs.	Interfaith relations are vital for strong and cohesive communities.	I will ensure that Ministers hear my hon Friend’s concerns and, of course, I am always happy to meet him.	I would like to return to the listed places of worship scheme. Although departmental policy is to keep grant funding records for seven years, the Department for Culture, Media and Sport uses grant records only for the last three years, since 2022, as only that data is considered reliable.	2025	2025-11-20	1
gold	commons_2025_97369:003	2026-06-30	yes	yes	yes	no	no	no	['GEN_MEN', 'OCC_WORKERS']	REASONING_BOTH	POLARITY_PRO_GROUP	STANCE_ENDORSE	Those men were not vandals or criminals.	We need answers about who was behind the incarceration of the 37 Cammell Laird workers for contempt of court.	They were trade unionists defending their jobs, their pensions, and the future of the shipyard.	I would be grateful if, when the Minister sums up, he fully committed to the search for the truth—committed that the Government will release every relevant document, fully investigate the decisions that led to the imprisonment of those workers, and agree to meet the campaigners and the legal team to discuss what support they need to exonerate all those workers. Forty-one years on, the call remains the same: justice for the Cammell Laird 37.	2025	2025-12-10	9
gold	commons_2026_00228:006	2026-06-30	yes	yes	yes	no	no	no	['AGE_CHILD', 'GEN_WOMEN']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	Does my hon Friend agree that it is unconscionable, in a world where women should be as valued as men, that these girls have no hope for the future?	Their fear was that these young girls would never experience the joy of learning, the joy of practising and the joy of being able to do their job.	I completely agree with my hon Friend.	This week, girls in the UK are going to school, and it is a right that we take for granted. It is a right that so many countries take for granted.	2026	2026-01-05	3
gold	commons_2026_06916:002	2026-06-30	yes	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	Our railway network is relied on by millions of people every day, both as passengers and as beneficiaries of rail freight.	I beg to move, That leave be given to bring in a Bill to establish a Rail Passengers’ Charter, setting out certain guarantees and targets in relation to the provision of passenger rail services; to make provision for penalties for failures to comply with the Charter; and for connected purposes.	The Railways Bill currently making its way through Parliament will make the biggest change in over 30 years.	It is therefore right that we seize this opportunity to bring our experience of using the railway into line with 21st-century expectations and challenges. Passenger charters are not new.	2026	2026-01-21	1
gold	commons_2026_14619:003	2026-06-30	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	So much of what my hon Friend set out today really resonated with me as the mum of a two-year-old.	Friend the Member for York Outer (Mr Charters) for his really powerful and heartfelt speech.	It can be a struggle to stay off the phone, and I would not really like to consider my own screen time, so it was brave of him to do so.	He also spoke about the need to be present, the importance of messy outdoor play and the need for children to have protected childhoods, as well as how difficult it is to navigate this whole new world and, as a parent, to find the best advice and the right thing to do for our children. That is why debates such as this are so important, and why his leadership as a parent in this place is so critical.	2026	2026-02-10	1
gold	commons_2026_16403:036	2026-06-30	yes	no	yes	no	no	no	['FAM_PARENTS', 'OTH_NON_RISS']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	There is much more to cover—funding reform, admission codes and work I would actually praise such as on maternity pay—but I dare not risk your wrath, Madam Deputy Speaker, so I close by saying that we support the principle of reform, but there is precious little clarity for SEND parents today.	When pressure is put on schools not to exclude, we have seen tragic cases of how wrong it can go, such as that of Harvey Willgoose, and we must not make the same mistake again.	I call the shadow Secretary of State.	Madam Deputy Speaker, please allow me to begin by saying that the unauthorised leaking of elements of today’s announcement is deeply regrettable. I have already asked officials to launch a full investigation into the source to ensure that such breaches do not happen again.	2026	2026-02-23	1
gold	commons_2026_22482:001	2026-06-30	yes	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	Research from the Entrepreneurs Network shows that 54% of Britain’s 100 fastest growing companies have a foreign-born founder or co-founder.	This Government are attracting investment, spending it wisely and making sure that all communities, including Hendon, benefit from it.	International entrepreneurs play a vital role in driving innovation, investment and job creation across the UK, yet this Government are recklessly introducing unworkable visa regulations for those very people.	Since the Budget in October 2024, 110,000 jobs have been lost in the hospitality sector and 74,000 in retail, and 700,000 graduates are currently unemployed. Youth unemployment has just hit 16%.	2026	2026-03-12	1
gold	lords_1980_05011:004	2026-06-30	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	It is absolutely ridiculous to involve the Tribunals and Inquiries Act and to put the appeal committee under the supervision of the Council on Tribunals This smacks of lawyers, and it seems to me that lawyers who do not have much connection with work on the ground in local authorities must have concocted this clause and the schedule.	I refrained from moving my amendment on this because I intended to speak on leaving out the clause.	I feel very strongly that it over-inflates the whole affair, and I simply cannot see it working at all.	When I was considering what to say about leaving out Clause 7 I chanced to look at a copy of Education for 7th March, and found in it an admirable article by Dr Owens, the chief education officer of North Yorkshire County Council, who is no doubt known to the noble Earl, Lord Swinton. Since Dr Owens said absolutely everything which I believe passionately, and put it much better than I can, I shall read a few extracts from the article.	1980	1980-03-11	1
gold	lords_1980_08010:006	2026-06-30	yes	yes	yes	no	no	no	['INC_WELFARE_RECIPIENTS', 'OTH_NON_RISS']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	We have always intended that we should make transitional arrangements to protect the position of beneficiaries who would otherwise lose in overall cash terms under provisions of the new scheme.	This will mean that from November of this year some 13,000 people who had been entitled to supplementary benefit will no longer qualify for it because they have capital over £2,000.	But we cannot extend this protection to those supplementary beneficiaries who have capital over £2,000.	This is simply because it would cost about £5 million a year to ensure that these people continued to receive benefit after November. We do not consider that this protection should constitute a first call on scarce resources, since people with substantial capital are by definition among the better-off on supplementary benefit.	1980	1980-04-21	8
gold	lords_1980_13663:074	2026-06-30	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	To encourage encroachment of the private sector into the public sector is a political act designed to undermine the National Health Service, a National Health Service which has had worldwide admiration.	What has to be achieved in this difficult field is to secure a proper balance between the private and public sectors, bearing in mind that the public sector serves the largest section of the community.	Of course, financial interests are involved.	That is well known; but let us keep the health service national and not make it an element in class distinction and preferential treatment. There is nothing to prevent properly balanced private and public sectors co-operating in the joint use of specialised equipment and in joint efforts, particularly in the research field.	1980	1980-06-23	0
gold	lords_1980_23212:080	2026-06-30	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	Even if it were not the rest of the education service it is at the expense of something, and the newspapers are full of agreeable suggestions as to what the Government will cut next.	If they make any further cuts affecting the ordinary schools, instead of scrapping this scheme, they are undoubtedly preferring this scheme to the needs of the rest of the education service.	Are old-age pensioners going to have to pay prescription charges in order to find the money for this kind of thing?	If it is not that, it will be something else of that kind. The thing itself is a piece of malicious nonsense, and for the Government to bring it forward in this present atmosphere of economy and cuts is astounding.	1980	1980-11-04	1
gold	lords_1980_24467:016	2026-06-30	no	no	NA	NA	NA	NA	['NA']	NA	NA	NA	This world-wide business is of course very large and very important to the British insurance market.	My Lords, I should like to refer briefly particularly to paragraphs 21 and 22 of the report, and to the position of the United Kingdom insurers' business outside the EEC, on which the noble Lord, Lord Banks, made some pertinent observations.	It is much more important than British insurance business in the other EEC countries.	On this question—the question of geo-graphic limitation—the directive is perhaps naturally silent. Presumably, a directive from Brussels could not directly affect non-EEC business, and would therefore cover only business where both insurer and insured were within the EEC.	1980	1980-12-09	1
gold	lords_2025_01223:040	2026-06-30	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	Instead, we continue to rely on countries such as Spain and north African countries to produce so much of our salads, fruit and vegetables.	With targets for renewable energy, housing, nature, trees, water and air, it is wrong that we still have no target for food.	It is unsustainable, both for them and for us.	Secondly, food and nature must become mutually inclusive. I am opposed to any form of nature bank.	2025	2025-01-15	1
gold	lords_2025_08686:005	2026-06-30	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	It is poignant that today is the Jewish festival of Purim, wonderfully marking the saving of the Jewish people from annihilation.	I was really struck by the absence of hope, the absence of a vision for the future and the focus on simply trying to survive the present.	It is a stark reminder that all people are equal and, I would add, created in the image of God.	We must go on naming the abhorrent attack on Israel by Hamas. We remember all those who grieve and live with trauma, and of course those who continue to be held hostage and must be released.	2025	2025-03-14	0
gold	lords_2025_16760:006	2026-06-30	yes	yes	no	no	no	no	['FAM_FAMILIES']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	My amendments aim to recognise that placing a child with someone other than their birth parents requires balancing a number of risks and safeguards.	I put on record my thanks to the charity Kinship for its advice and explanation of the current position of kinship carers.	Kinship carers have the obvious strength of a long-standing, usually lifelong, relationship with a child in the way that a stranger foster carer, however compassionate, does not.	However, they may not meet the full standards required by a foster panel in order to be formally approved as the permanent home for a child. Currently, there is no ability to balance these considerations.	2025	2025-06-09	8
gold	lords_2025_17680:020	2026-06-30	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	In short, it sits at the intersection of industrial strategy, education, heritage and soft power.	It improves health and well-being, supports education and skills, anchors regional identities, and drives tourism, exports and diplomacy.	Yet this vital sector faces an existential threat.	According to the latest Red List of Endangered Crafts , 165 crafts are at risk: 94 are endangered and 71 are critically endangered. These include scientific glassblowing—which is essential to advanced research—and the production of encaustic tiles, as found in the Peers’ Lobby.	2025	2025-06-12	1
