sent_id	annotator	annotation_id	created_at	updated_at	lead_time	dataset	year	date	left_context	text	right_context	further_context	age	gender_sexuality	family	disability	ethnicity	migration	religion	geography	education	income	occupation	other_groups	frame_flags	polarity_flags	stance_flags	focus_flags	group_appeal_detection	scheme_feedback	id
commons_2025_30142:004	Zebra	96890262	2026-06-03T08:04:48.464068Z	2026-06-03T08:04:48.464092Z	24.422	House of Commons	2025	2025-03-19	My view, having had that put on a list of options when I was Chief Secretary, was that there was no way it would be right to do so.	I knew, for example, that 71% of pensioners with a disability would lose that valued and completely necessary extra funding—there was not a rationing mechanism that was efficient for the poorest pensioners.	I expected to be held to account, which was why I did not do it.	I was therefore somewhat surprised when, 25 days into a Labour Government, they reversed the policy that they had challenged me about several months before. Those of us who have been in government know that when new Ministers come to power—perhaps as innocent and heartfelt as the hon Member for Swansea West (Torsten Bell)—often ideas that have been rejected by their predecessors are put before them.	retired			disabled people									economic	pro-group	reject	intersectional			270179538
commons_2025_30142:004	team	96819690	2026-06-02T05:33:52.066116Z	2026-06-02T10:55:13.644855Z	57.265	House of Commons	2025	2025-03-19	My view, having had that put on a list of options when I was Chief Secretary, was that there was no way it would be right to do so.	I knew, for example, that 71% of pensioners with a disability would lose that valued and completely necessary extra funding—there was not a rationing mechanism that was efficient for the poorest pensioners.	I expected to be held to account, which was why I did not do it.	I was therefore somewhat surprised when, 25 days into a Labour Government, they reversed the policy that they had challenged me about several months before. Those of us who have been in government know that when new Ministers come to power—perhaps as innocent and heartfelt as the hon Member for Swansea West (Torsten Bell)—often ideas that have been rejected by their predecessors are put before them.	retired			disabled people						poor/low-income		non-RISS	economic	pro-group	endorse	intersectional			270179538
commons_2025_80079:019	Horse	97183404	2026-06-09T08:36:56.235879Z	2026-06-09T08:36:56.235889Z	60.283	House of Commons	2025	2025-10-20	That is who they are.	Let me talk about our Government’s dispersal strategy, because dispersal accommodation is more cost-effective, and I hope that we can all agree on the central premise that dispersal accommodation is also more appropriate for asylum-seeking families and children.	The hon Gentleman does know my constituency quite well—I would not say very well, if we are honest about the short time he spent there—and he makes an interesting point.	This is the second time that we have interacted on this issue and that he has eulogised the previous Labour Government, and I obviously welcome that once more. I also welcome his advocacy for free and safe routes, which I hope are now Reform policy—I look forward to that.			families			refugees						non-RISS	economic	pro-group	endorse				270179539
commons_2025_80079:019	Tiger	97160922	2026-06-08T19:39:29.050614Z	2026-06-08T19:40:41.521862Z	41.018	House of Commons	2025	2025-10-20	That is who they are.	Let me talk about our Government’s dispersal strategy, because dispersal accommodation is more cost-effective, and I hope that we can all agree on the central premise that dispersal accommodation is also more appropriate for asylum-seeking families and children.	The hon Gentleman does know my constituency quite well—I would not say very well, if we are honest about the short time he spent there—and he makes an interesting point.	This is the second time that we have interacted on this issue and that he has eulogised the previous Labour Government, and I obviously welcome that once more. I also welcome his advocacy for free and safe routes, which I hope are now Reform policy—I look forward to that.																	no group appealed		270179539
commons_2025_80079:019	Zebra	96826305	2026-06-02T07:38:42.089819Z	2026-06-02T10:53:04.437754Z	216.686	House of Commons	2025	2025-10-20	That is who they are.	Let me talk about our Government’s dispersal strategy, because dispersal accommodation is more cost-effective, and I hope that we can all agree on the central premise that dispersal accommodation is also more appropriate for asylum-seeking families and children.	The hon Gentleman does know my constituency quite well—I would not say very well, if we are honest about the short time he spent there—and he makes an interesting point.	This is the second time that we have interacted on this issue and that he has eulogised the previous Labour Government, and I obviously welcome that once more. I also welcome his advocacy for free and safe routes, which I hope are now Reform policy—I look forward to that.	children					refugees				welfare recipients		non-RISS	both	pro-group	endorse	intersectional			270179539
lords_2025_30409:003	Horse	97183307	2026-06-09T08:35:54.612417Z	2026-06-09T08:35:54.612429Z	68.899	House of Lords	2025	2025-11-10	Can she tell us a little bit more about why the Government have made the proposals they have—why creative arts and not computing or technology?	For many young people, particularly lower-achieving pupils, there will be less choice under the Government’s proposals.	I am not sure that pushing a large number of unwilling boys into drama is quite what we have in mind.	Any further enlightenment as to why the Government have made the recommendations they have made would be very welcome. Nobody is going to be pushed into drama who does not want to do it.	school age											non-RISS	cultural	pro-group	endorse				270179540
lords_2025_30409:003	Tiger	97160263	2026-06-08T19:15:33.324066Z	2026-06-08T19:15:33.324081Z	95.872	House of Lords	2025	2025-11-10	Can she tell us a little bit more about why the Government have made the proposals they have—why creative arts and not computing or technology?	For many young people, particularly lower-achieving pupils, there will be less choice under the Government’s proposals.	I am not sure that pushing a large number of unwilling boys into drama is quite what we have in mind.	Any further enlightenment as to why the Government have made the recommendations they have made would be very welcome. Nobody is going to be pushed into drama who does not want to do it.	school age								in education				cultural	pro-group	endorse	intersectional			270179540
lords_2025_30409:003	Zebra	96826469	2026-06-02T07:41:17.634153Z	2026-06-02T10:53:16.887072Z	160.56	House of Lords	2025	2025-11-10	Can she tell us a little bit more about why the Government have made the proposals they have—why creative arts and not computing or technology?	For many young people, particularly lower-achieving pupils, there will be less choice under the Government’s proposals.	I am not sure that pushing a large number of unwilling boys into drama is quite what we have in mind.	Any further enlightenment as to why the Government have made the recommendations they have made would be very welcome. Nobody is going to be pushed into drama who does not want to do it.	school age	men							low-educated			non-RISS	unclear	pro-group	reject				270179540
commons_2025_29424:026	Horse	97186234	2026-06-09T09:14:46.918036Z	2026-06-09T09:14:46.918048Z	19.664	House of Commons	2025	2025-03-18	I genuinely want the right hon Lady to succeed, and I welcome her commitment today to increasing the number of reassessments and to having more of them face to face and recorded.	I welcome the investment in employment support for disabled people.	I welcome, of course, her reannouncing a host of things that we were doing in government.	Scrapping the work capability assessment and creating a single assessment is already Government policy that is due to come in in 2026-27. Her big idea seems to be to delay that until 2028.				disabled people								non-RISS	economic	pro-group	endorse				270179541
commons_2025_29424:026	Tiger	97160049	2026-06-08T19:09:05.851990Z	2026-06-08T19:09:05.852000Z	48.434	House of Commons	2025	2025-03-18	I genuinely want the right hon Lady to succeed, and I welcome her commitment today to increasing the number of reassessments and to having more of them face to face and recorded.	I welcome the investment in employment support for disabled people.	I welcome, of course, her reannouncing a host of things that we were doing in government.	Scrapping the work capability assessment and creating a single assessment is already Government policy that is due to come in in 2026-27. Her big idea seems to be to delay that until 2028.				disabled people									economic	pro-group	endorse				270179541
commons_2025_29424:026	Zebra	96826581	2026-06-02T07:43:13.601449Z	2026-06-02T10:53:28.512878Z	115.371	House of Commons	2025	2025-03-18	I genuinely want the right hon Lady to succeed, and I welcome her commitment today to increasing the number of reassessments and to having more of them face to face and recorded.	I welcome the investment in employment support for disabled people.	I welcome, of course, her reannouncing a host of things that we were doing in government.	Scrapping the work capability assessment and creating a single assessment is already Government policy that is due to come in in 2026-27. Her big idea seems to be to delay that until 2028.				disabled people						welfare recipients		non-RISS	economic	pro-group	endorse			What exactly does structural/non-structural stand for?	270179541
commons_2025_83387:030	Horse	97187029	2026-06-09T09:25:26.615733Z	2026-06-09T09:25:26.615757Z	15.58	House of Commons	2025	2025-10-28	That was an appalling inequity, so let me come to our shift from analogue to digital.	Half of all people who experience a stroke in England are now recovering thanks to revolutionary scanners that mean patients can avoid the risk of serious disability.	The world-first technology that is coming online will analyse CT scans of stroke patients arriving in hospital, identifying them within 60 seconds.	That means that the average time between a patient arriving at a hospital and starting life-saving and life-changing treatment is shortened from 140 minutes to only 79, resulting in less disability and a greater quality of life. I am pleased to update the House that since the roll-out last summer, the tool has been used to interpret the brain scans of more than 60,000 patients.																	no group appealed		270179542
commons_2025_83387:030	Tiger	97160344	2026-06-08T19:18:45.337680Z	2026-06-08T19:18:45.337690Z	84.937	House of Commons	2025	2025-10-28	That was an appalling inequity, so let me come to our shift from analogue to digital.	Half of all people who experience a stroke in England are now recovering thanks to revolutionary scanners that mean patients can avoid the risk of serious disability.	The world-first technology that is coming online will analyse CT scans of stroke patients arriving in hospital, identifying them within 60 seconds.	That means that the average time between a patient arriving at a hospital and starting life-saving and life-changing treatment is shortened from 140 minutes to only 79, resulting in less disability and a greater quality of life. I am pleased to update the House that since the roll-out last summer, the tool has been used to interpret the brain scans of more than 60,000 patients.																	no group appealed		270179542
commons_2025_83387:030	Zebra	96826769	2026-06-02T07:46:31.373879Z	2026-06-02T07:46:31.373891Z	196.456	House of Commons	2025	2025-10-28	That was an appalling inequity, so let me come to our shift from analogue to digital.	Half of all people who experience a stroke in England are now recovering thanks to revolutionary scanners that mean patients can avoid the risk of serious disability.	The world-first technology that is coming online will analyse CT scans of stroke patients arriving in hospital, identifying them within 60 seconds.	That means that the average time between a patient arriving at a hospital and starting life-saving and life-changing treatment is shortened from 140 minutes to only 79, resulting in less disability and a greater quality of life. I am pleased to update the House that since the roll-out last summer, the tool has been used to interpret the brain scans of more than 60,000 patients.																	no group appealed	"I think there is no group appeal, as there is no real call for anything more to be done. It's ""just"" a description of a recent development in healthcare in the UK."	270179542
lords_2026_03838:013	Horse	97184095	2026-06-09T08:45:09.882684Z	2026-06-09T08:45:09.882702Z	209.282	House of Lords	2026	2026-01-27	That is what he is saying by seeking to remove this piece of legislation.	The section goes on to say: “The relevant protected characteristics are—age; disability; gender reassignment; pregnancy and maternity; race; religion or belief; sex; sexual orientation”.	Does the noble Lord believe—he obviously does, since he has tabled the amendment—that those protected characteristics should not be ones that the police seek to take into account when dealing with these matters?	The noble Lord has put a perfectly fair argument, but it does not take my listening to it in detail to know, as I would say to the noble Lord, Lord Jackson, that it is not on my core values list or my core approach to how we deal with policing, and it is not how the public sector equality duty is designed. It is designed to embed day-to-day work in all our public authorities.												non-RISS	cultural					In this case the argument is made through a general reference too the protected classes. So is complex to categorize a general definition in the annonation schema. 	270179543
lords_2026_03838:013	Tiger	97159964	2026-06-08T19:06:27.682736Z	2026-06-08T19:06:27.682746Z	108.25	House of Lords	2026	2026-01-27	That is what he is saying by seeking to remove this piece of legislation.	The section goes on to say: “The relevant protected characteristics are—age; disability; gender reassignment; pregnancy and maternity; race; religion or belief; sex; sexual orientation”.	Does the noble Lord believe—he obviously does, since he has tabled the amendment—that those protected characteristics should not be ones that the police seek to take into account when dealing with these matters?	The noble Lord has put a perfectly fair argument, but it does not take my listening to it in detail to know, as I would say to the noble Lord, Lord Jackson, that it is not on my core values list or my core approach to how we deal with policing, and it is not how the public sector equality duty is designed. It is designed to embed day-to-day work in all our public authorities.																	no group appealed		270179543
lords_2026_03838:013	Zebra	96826991	2026-06-02T07:50:55.391466Z	2026-06-02T11:02:02.408612Z	786.671	House of Lords	2026	2026-01-27	That is what he is saying by seeking to remove this piece of legislation.	The section goes on to say: “The relevant protected characteristics are—age; disability; gender reassignment; pregnancy and maternity; race; religion or belief; sex; sexual orientation”.	Does the noble Lord believe—he obviously does, since he has tabled the amendment—that those protected characteristics should not be ones that the police seek to take into account when dealing with these matters?	The noble Lord has put a perfectly fair argument, but it does not take my listening to it in detail to know, as I would say to the noble Lord, Lord Jackson, that it is not on my core values list or my core approach to how we deal with policing, and it is not how the public sector equality duty is designed. It is designed to embed day-to-day work in all our public authorities.												non-RISS						"{""text"":[""They speak of \""religion\"" in general. This can not be coded, as only one a specific religion can be checked"",""Also \""age\"" as a broad category can not be coded I think.""]}"	270179543
commons_2025_39108:011	Horse	97185001	2026-06-09T08:56:46.112626Z	2026-06-09T08:56:46.112641Z	185.463	House of Commons	2025	2025-04-23	We have legislated for the first ever fair pay agreement for social care in order to tackle the 130,000 vacancies we see today.	We have delivered an extra 7,800 home adaptations through the disabled facilities grant to change the lives of thousands more disabled people for the better.	In the Budget, the Chancellor provided the biggest increase in carer’s allowance since the 1970s, worth £2,000 a year to family carers and with an extra £3.7 billion for local authorities.	We are not hanging around on more structural reforms, either. We are introducing new standards to help people who use care, their families and providers to choose the most effective new technology as it comes on the market.				disabled people								non-RISS	economic	pro-group	endorse				270179544
commons_2025_39108:011	Tiger	97160571	2026-06-08T19:28:52.507237Z	2026-06-08T19:28:52.507258Z	106.017	House of Commons	2025	2025-04-23	We have legislated for the first ever fair pay agreement for social care in order to tackle the 130,000 vacancies we see today.	We have delivered an extra 7,800 home adaptations through the disabled facilities grant to change the lives of thousands more disabled people for the better.	In the Budget, the Chancellor provided the biggest increase in carer’s allowance since the 1970s, worth £2,000 a year to family carers and with an extra £3.7 billion for local authorities.	We are not hanging around on more structural reforms, either. We are introducing new standards to help people who use care, their families and providers to choose the most effective new technology as it comes on the market.				disabled people									economic	pro-group	endorse	"{""choices"":[""intersectional"",""multiple group appeals""]}"			270179544
commons_2025_39108:011	Zebra	96827064	2026-06-02T07:52:45.033178Z	2026-06-02T11:03:08.706718Z	122.719	House of Commons	2025	2025-04-23	We have legislated for the first ever fair pay agreement for social care in order to tackle the 130,000 vacancies we see today.	We have delivered an extra 7,800 home adaptations through the disabled facilities grant to change the lives of thousands more disabled people for the better.	In the Budget, the Chancellor provided the biggest increase in carer’s allowance since the 1970s, worth £2,000 a year to family carers and with an extra £3.7 billion for local authorities.	We are not hanging around on more structural reforms, either. We are introducing new standards to help people who use care, their families and providers to choose the most effective new technology as it comes on the market.				disabled people						welfare recipients		non-RISS	economic	pro-group	endorse				270179544
commons_2025_16874:002	Zebra	97190059	2026-06-09T10:06:14.315746Z	2026-06-09T10:06:14.315758Z	57.485	House of Commons	2025	2025-02-11	I am pleased to hear the hon Lady’s agreement.	As someone who has worked in this space for a long time, I say that if she does not want to have the impact in law of putting in place a concept that would be ableist and take a deficit model of disability, we need those five principles that are already embedded in the Mental Capacity Act.	We also need the stringent two-stage test, the second stage of which has the four elements that I set out.	Only then can we be certain that we are approaching the paradigm of this complex and important decision making as one where we understand the autonomy and best interests of groups of people we all wish to best protect. The hon Member makes a wonderful point.				disabled people								non-RISS	cultural	pro-group	endorse				270179545
commons_2025_16874:002	Horse	97187192	2026-06-09T09:27:41.036369Z	2026-06-09T09:27:41.036379Z	26.907	House of Commons	2025	2025-02-11	I am pleased to hear the hon Lady’s agreement.	As someone who has worked in this space for a long time, I say that if she does not want to have the impact in law of putting in place a concept that would be ableist and take a deficit model of disability, we need those five principles that are already embedded in the Mental Capacity Act.	We also need the stringent two-stage test, the second stage of which has the four elements that I set out.	Only then can we be certain that we are approaching the paradigm of this complex and important decision making as one where we understand the autonomy and best interests of groups of people we all wish to best protect. The hon Member makes a wonderful point.				disabled people								non-RISS	unclear	pro-group	endorse				270179545
commons_2025_16874:002	Tiger	97161117	2026-06-08T19:47:25.371809Z	2026-06-09T10:45:02.743239Z	419.553	House of Commons	2025	2025-02-11	I am pleased to hear the hon Lady’s agreement.	As someone who has worked in this space for a long time, I say that if she does not want to have the impact in law of putting in place a concept that would be ableist and take a deficit model of disability, we need those five principles that are already embedded in the Mental Capacity Act.	We also need the stringent two-stage test, the second stage of which has the four elements that I set out.	Only then can we be certain that we are approaching the paradigm of this complex and important decision making as one where we understand the autonomy and best interests of groups of people we all wish to best protect. The hon Member makes a wonderful point.				disabled people									both	pro-group	endorse				270179545
commons_2025_30830:007	Horse	97186217	2026-06-09T09:14:26.077750Z	2026-06-09T09:14:26.077761Z	130.488	House of Commons	2025	2025-03-20	Will the Leader of the House raise this grievous matter with Cabinet colleagues?	Our reps working in public services should not be suspended for raising concerns about issues such as funding across our education system.	Can pressure be put on the multi- academy trust, which is completely unaccountable, to reinstate this representative?	I am sorry to hear about the case my hon Friend raises. She is right that our trade union representatives do an important job in our workplaces, providing a link between employer and employees, and ensuring that people have the standards and rights that they are entitled to at work, and that they are working in healthy and safe environments.																	no group appealed		270179546
commons_2025_30830:007	Tiger	97160787	2026-06-08T19:35:26.618338Z	2026-06-08T19:35:26.618350Z	126.55	House of Commons	2025	2025-03-20	Will the Leader of the House raise this grievous matter with Cabinet colleagues?	Our reps working in public services should not be suspended for raising concerns about issues such as funding across our education system.	Can pressure be put on the multi- academy trust, which is completely unaccountable, to reinstate this representative?	I am sorry to hear about the case my hon Friend raises. She is right that our trade union representatives do an important job in our workplaces, providing a link between employer and employees, and ensuring that people have the standards and rights that they are entitled to at work, and that they are working in healthy and safe environments.											public sector		cultural	pro-group	endorse				270179546
commons_2025_30830:007	Zebra	96827236	2026-06-02T07:56:07.671102Z	2026-06-02T11:05:10.546215Z	190.846	House of Commons	2025	2025-03-20	Will the Leader of the House raise this grievous matter with Cabinet colleagues?	Our reps working in public services should not be suspended for raising concerns about issues such as funding across our education system.	Can pressure be put on the multi- academy trust, which is completely unaccountable, to reinstate this representative?	I am sorry to hear about the case my hon Friend raises. She is right that our trade union representatives do an important job in our workplaces, providing a link between employer and employees, and ensuring that people have the standards and rights that they are entitled to at work, and that they are working in healthy and safe environments.										working class	public sector		economic	pro-group	reject				270179546
commons_2025_48916:006	Horse	97186433	2026-06-09T09:17:27.796109Z	2026-06-09T09:17:27.796120Z	159.372	House of Commons	2025	2025-05-20	Too often they are left to navigate complex systems with little support.	More than half of kinship carers say that their children are not getting the help that they need in education or to access mental health, or indeed any legal advice about their rights or options.	Many are forced to reduce their hours or leave work entirely, yet there is still no statutory right to paid employment leave for kinship carers.	On adoption, the situation is no less troubling. Post-adoption support is patchy at best, with some families waiting six months just for an initial assessment, and the Government have now reduced this important fund.	children											non-RISS	economic	pro-group	endorse				270179547
commons_2025_48916:006	Tiger	97160503	2026-06-08T19:25:54.027209Z	2026-06-08T19:25:54.027221Z	134.174	House of Commons	2025	2025-05-20	Too often they are left to navigate complex systems with little support.	More than half of kinship carers say that their children are not getting the help that they need in education or to access mental health, or indeed any legal advice about their rights or options.	Many are forced to reduce their hours or leave work entirely, yet there is still no statutory right to paid employment leave for kinship carers.	On adoption, the situation is no less troubling. Post-adoption support is patchy at best, with some families waiting six months just for an initial assessment, and the Government have now reduced this important fund.												non-RISS	economic	pro-group	endorse	multiple group appeals			270179547
commons_2025_48916:006	Zebra	96827375	2026-06-02T07:59:17.405654Z	2026-06-02T07:59:17.405664Z	188.363	House of Commons	2025	2025-05-20	Too often they are left to navigate complex systems with little support.	More than half of kinship carers say that their children are not getting the help that they need in education or to access mental health, or indeed any legal advice about their rights or options.	Many are forced to reduce their hours or leave work entirely, yet there is still no statutory right to paid employment leave for kinship carers.	On adoption, the situation is no less troubling. Post-adoption support is patchy at best, with some families waiting six months just for an initial assessment, and the Government have now reduced this important fund.			families										economic	pro-group	reject			"{""text"":[""I checked \""families\"", as I was unsure if \""parents\"" is just for legal\/biological parents. kinship carers are something else as I understand it."",""Maybe add a \""unpaid care work\"" category under \""occupation\""?""]}"	270179547
