sent_id	annotator	annotation_id	created_at	updated_at	lead_time	dataset	year	date	left_context	text	right_context	further_context	age	gender_sexuality	family	disability	ethnicity	migration	citizenship	religion	geography	education	income	occupation	other_groups	frame_flags	polarity_flags	stance_flags	focus_flags	group_appeal_detection	scheme_feedback	id
lords_2025_25959:005	Raven	97669336	2026-06-18T11:33:53.934362Z	2026-06-18T11:35:18.478039Z	98.051	House of Lords	2025	2025-09-16	Gypsy, Traveller and Roma parents have reported racist incidents as a reason for opting for home education for as long as I have been concerned about these communities.	One of the problems in their case is that, because the children are usually white, they are often not recognised as members of a legally defined minority ethnic group.	But they are ill-treated, ostracised and bullied for that membership just the same.	Now, we also have seen religious prejudice, incidents and taunts demoralising children and undermining their motivation. This totally belies the right to freedom of religion and belief.	children				ethnic minority									cultural	pro-group	endorse	intersectional			271927517
lords_2025_25959:005	Zebra	97612944	2026-06-17T11:14:16.032000Z	2026-06-17T11:14:16.032016Z	105.326	House of Lords	2025	2025-09-16	Gypsy, Traveller and Roma parents have reported racist incidents as a reason for opting for home education for as long as I have been concerned about these communities.	One of the problems in their case is that, because the children are usually white, they are often not recognised as members of a legally defined minority ethnic group.	But they are ill-treated, ostracised and bullied for that membership just the same.	Now, we also have seen religious prejudice, incidents and taunts demoralising children and undermining their motivation. This totally belies the right to freedom of religion and belief.					ethnic minority									cultural	pro-group	endorse				271927517
commons_2025_56721:058	Robin	97785157	2026-06-21T16:26:55.250828Z	2026-06-21T16:26:55.250845Z	16.506	House of Commons	2025	2025-06-12	I try to do things in a respectful way, and hope my questions have not been too hard to answer.	They are straight from the heart, and from the heart of us all, because we are here to work on behalf of our constituents.	The stories that I bring to this Chamber are those of my constituents, and the hon Member for Eastbourne brings the stories of his constituents.	The hon Member for Leicester South (Shockat Adam) told us three or four different stories about vision, which is not something we hear about often, but those are the true, everyday experiences of his constituents. We need something in response to that.																		no group appealed		271927518
commons_2025_56721:058	Raven	97669346	2026-06-18T11:34:04.141114Z	2026-06-18T11:34:04.141125Z	8.602	House of Commons	2025	2025-06-12	I try to do things in a respectful way, and hope my questions have not been too hard to answer.	They are straight from the heart, and from the heart of us all, because we are here to work on behalf of our constituents.	The stories that I bring to this Chamber are those of my constituents, and the hon Member for Eastbourne brings the stories of his constituents.	The hon Member for Leicester South (Shockat Adam) told us three or four different stories about vision, which is not something we hear about often, but those are the true, everyday experiences of his constituents. We need something in response to that.																		no group mentioned		271927518
commons_2025_56721:058	Zebra	97533263	2026-06-16T06:06:34.889773Z	2026-06-16T06:06:34.889785Z	274.497	House of Commons	2025	2025-06-12	I try to do things in a respectful way, and hope my questions have not been too hard to answer.	They are straight from the heart, and from the heart of us all, because we are here to work on behalf of our constituents.	The stories that I bring to this Chamber are those of my constituents, and the hon Member for Eastbourne brings the stories of his constituents.	The hon Member for Leicester South (Shockat Adam) told us three or four different stories about vision, which is not something we hear about often, but those are the true, everyday experiences of his constituents. We need something in response to that.																		no group appealed		271927518
lords_1980_11917:007	Whale	97746582	2026-06-20T06:12:16.401357Z	2026-06-20T06:12:16.401366Z	86.21	House of Lords	1980	1980-06-10	In this particular case that is not very likely to operate.	There is not much evidence of that; but there is evidence that in some cases women are unfairly dealt with on dismissal by reason of pregnancy.	We hope that the Government will think about this before Report stage.	I beg leave to withdraw the amendment.		women									working class			both	pro-group	endorse				271927519
lords_1980_11917:007	Raven	97669391	2026-06-18T11:35:02.401739Z	2026-06-18T11:35:02.401750Z	56.223	House of Lords	1980	1980-06-10	In this particular case that is not very likely to operate.	There is not much evidence of that; but there is evidence that in some cases women are unfairly dealt with on dismissal by reason of pregnancy.	We hope that the Government will think about this before Report stage.	I beg leave to withdraw the amendment.		women												economic	pro-group	endorse				271927519
lords_1980_11917:007	Zebra	97533933	2026-06-16T06:26:30.434270Z	2026-06-16T06:26:30.434284Z	1194.183	House of Lords	1980	1980-06-10	In this particular case that is not very likely to operate.	There is not much evidence of that; but there is evidence that in some cases women are unfairly dealt with on dismissal by reason of pregnancy.	We hope that the Government will think about this before Report stage.	I beg leave to withdraw the amendment.		women	mothers											cultural	pro-group	endorse	intersectional			271927519
lords_2025_33338:002	Robin	97785192	2026-06-21T16:32:43.299634Z	2026-06-21T16:32:43.299646Z	13.499	House of Lords	2025	2025-12-01	I am grateful to the noble Earl for pointing out my message discipline at this Dispatch Box.	I am proud to have mentioned that £22 billion black hole over 50 times.	The two noble Lords sitting next to each other are the other two Members of this House who have mentioned it almost as many times as I have.	I think every time the noble Earl has made reference to the £22 billion black hole, I have pointed out to him that the OBR review ran up to six months before the end of the previous Government’s time in office. It identified a black hole and then the party opposite had another six months to continue adding to that hole and to continue to conceal it from the OBR.																		no group appealed		271927520
lords_2025_33338:002	Raven	97669489	2026-06-18T11:37:14.805768Z	2026-06-18T11:37:14.805788Z	88.906	House of Lords	2025	2025-12-01	I am grateful to the noble Earl for pointing out my message discipline at this Dispatch Box.	I am proud to have mentioned that £22 billion black hole over 50 times.	The two noble Lords sitting next to each other are the other two Members of this House who have mentioned it almost as many times as I have.	I think every time the noble Earl has made reference to the £22 billion black hole, I have pointed out to him that the OBR review ran up to six months before the end of the previous Government’s time in office. It identified a black hole and then the party opposite had another six months to continue adding to that hole and to continue to conceal it from the OBR.																		no group mentioned		271927520
lords_2025_33338:002	Zebra	97533967	2026-06-16T06:27:14.792723Z	2026-06-16T06:27:14.792735Z	43.079	House of Lords	2025	2025-12-01	I am grateful to the noble Earl for pointing out my message discipline at this Dispatch Box.	I am proud to have mentioned that £22 billion black hole over 50 times.	The two noble Lords sitting next to each other are the other two Members of this House who have mentioned it almost as many times as I have.	I think every time the noble Earl has made reference to the £22 billion black hole, I have pointed out to him that the OBR review ran up to six months before the end of the previous Government’s time in office. It identified a black hole and then the party opposite had another six months to continue adding to that hole and to continue to conceal it from the OBR.																		no group mentioned		271927520
commons_2025_98761:004	Robin	97785162	2026-06-21T16:27:53.225419Z	2026-06-21T16:27:53.225434Z	56.278	House of Commons	2025	2025-12-15	The south-west has seen a 93% increase on last year in the number of beds taken up by those with flu.	Does the Secretary of State agree that the run-up to Christmas is a dangerous and reckless time for doctors to go on strike?	What would he say to all the other staff at Derriford, who will have to take up that work on the frontline as we approach Christmas?	---												large employers & self-employed professionals		economic	anti-group	reject				271927521
commons_2025_98761:004	Raven	97670048	2026-06-18T11:49:21.219167Z	2026-06-18T11:50:19.650948Z	775.681	House of Commons	2025	2025-12-15	The south-west has seen a 93% increase on last year in the number of beds taken up by those with flu.	Does the Secretary of State agree that the run-up to Christmas is a dangerous and reckless time for doctors to go on strike?	What would he say to all the other staff at Derriford, who will have to take up that work on the frontline as we approach Christmas?	---												socio-cultural (semi)-professionals		unclear	anti-group	endorse			"{""text"":[""i do think, as we already have \""named origin group\"" for thing like chinese people, we should also have \""named profession\"" such as doctors in this case, because its much more specific than employed or technical\/socio-cultural professionals"",""i think that the scheme polarity together with stance is pretty complex and (too) hard to annotate. in this case is the group appeal \""that it is dangerous for doctors to go on strike at christmas\"" (so anti-group and endorse) or is the actual group appel that \""doctors go on strike at chrismas\"" (pro-group and reject)? In this case it is complicated by the question if the secretary of state agrees?\n\ni strongly think the quality of annotations would be alot better if the stance would not be questioned, and the only annotating thing is pro\/anti\/mixed group! (even though there is some lost information). My concern is that the ai will have a hard time finding the corresponding patterns in training if the annotation is wildly different in that point or unclear (maybe im wrong)\n\njust annotating the pro\/anti group charaterstic of the sentence in question would make it more clear\n""]}"	271927521
commons_2025_98761:004	Zebra	97534006	2026-06-16T06:28:10.944232Z	2026-06-16T06:28:10.944247Z	54.899	House of Commons	2025	2025-12-15	The south-west has seen a 93% increase on last year in the number of beds taken up by those with flu.	Does the Secretary of State agree that the run-up to Christmas is a dangerous and reckless time for doctors to go on strike?	What would he say to all the other staff at Derriford, who will have to take up that work on the frontline as we approach Christmas?	---													non-RISS	cultural	anti-group	endorse				271927521
commons_1980_14140:008	Raven	97670211	2026-06-18T11:52:55.512406Z	2026-06-18T11:52:55.512417Z	148.194	House of Commons	1980	1980-03-17	Our first efforts were to try to get the Games moved from Moscow and relocated in another place.	The athletes have made sacrifices and subjected themselves to a hard training discipline for many months or years in order to arrive at peak condition for the summer Games in Moscow.	We understand and sympathise fully with their feelings.	We all share the pride of those British athletes who, in the past, have been successful in Olympic Games.																		no group appealed		271927522
commons_1980_14140:008	Whale	97561832	2026-06-16T14:31:09.526108Z	2026-06-16T14:31:09.526118Z	277.117	House of Commons	1980	1980-03-17	Our first efforts were to try to get the Games moved from Moscow and relocated in another place.	The athletes have made sacrifices and subjected themselves to a hard training discipline for many months or years in order to arrive at peak condition for the summer Games in Moscow.	We understand and sympathise fully with their feelings.	We all share the pride of those British athletes who, in the past, have been successful in Olympic Games.												socio-cultural (semi)-professionals		unclear	pro-group	endorse				271927522
commons_1980_14140:008	Zebra	97534263	2026-06-16T06:33:58.075098Z	2026-06-16T06:33:58.075110Z	345.761	House of Commons	1980	1980-03-17	Our first efforts were to try to get the Games moved from Moscow and relocated in another place.	The athletes have made sacrifices and subjected themselves to a hard training discipline for many months or years in order to arrive at peak condition for the summer Games in Moscow.	We understand and sympathise fully with their feelings.	We all share the pride of those British athletes who, in the past, have been successful in Olympic Games.													non-RISS							271927522
commons_1980_28417:002	Robin	97785144	2026-06-21T16:24:52.265688Z	2026-06-21T16:24:52.265700Z	12.421	House of Commons	1980	1980-06-11	The loans will not have public expenditure implications.	Given the vast number of tenants who will exercise this right, the Government would have been concerned if the loans had done so.	I am happy to reassure the hon Gentleman on that point.	---																		no group appealed		271927523
commons_1980_28417:002	Raven	97670285	2026-06-18T11:54:33.786563Z	2026-06-18T11:54:33.786576Z	96.553	House of Commons	1980	1980-06-11	The loans will not have public expenditure implications.	Given the vast number of tenants who will exercise this right, the Government would have been concerned if the loans had done so.	I am happy to reassure the hon Gentleman on that point.	---																		no group appealed		271927523
commons_1980_28417:002	Zebra	97534442	2026-06-16T06:37:26.679734Z	2026-06-16T06:37:26.679757Z	207.257	House of Commons	1980	1980-06-11	The loans will not have public expenditure implications.	Given the vast number of tenants who will exercise this right, the Government would have been concerned if the loans had done so.	I am happy to reassure the hon Gentleman on that point.	---																		no group appealed		271927523
lords_2026_01601:003	Whale	97746638	2026-06-20T06:26:38.680019Z	2026-06-20T06:26:38.680036Z	155.55	House of Lords	2026	2026-01-14	She talked about mediators recommending only contact centres that are registered.	Of course, very often in court, particularly in private cases, there are no mediators; there are people self-representing, very often men.	They are the ones who propose contact centres, which may or may not be registered.	The point I was making was that it is not that straightforward for a court to find out the nature of the contact centre that is being recommended.		men												unclear	mixed	unclear				271927524
lords_2026_01601:003	Raven	97670347	2026-06-18T11:55:25.273696Z	2026-06-18T11:55:25.273707Z	50.099	House of Lords	2026	2026-01-14	She talked about mediators recommending only contact centres that are registered.	Of course, very often in court, particularly in private cases, there are no mediators; there are people self-representing, very often men.	They are the ones who propose contact centres, which may or may not be registered.	The point I was making was that it is not that straightforward for a court to find out the nature of the contact centre that is being recommended.																		no group appealed		271927524
lords_2026_01601:003	Zebra	97534478	2026-06-16T06:38:18.718346Z	2026-06-16T06:38:18.718359Z	50.304	House of Lords	2026	2026-01-14	She talked about mediators recommending only contact centres that are registered.	Of course, very often in court, particularly in private cases, there are no mediators; there are people self-representing, very often men.	They are the ones who propose contact centres, which may or may not be registered.	The point I was making was that it is not that straightforward for a court to find out the nature of the contact centre that is being recommended.																		no group appealed		271927524
commons_2025_49039:019	Robin	97785218	2026-06-21T16:36:25.352440Z	2026-06-21T16:36:25.352451Z	7.542	House of Commons	2025	2025-05-21	Over a cup of tea in February, they shared their experiences and highlighted the urgent need for better Parkinson’s care in Kirklees.	Liz, who received an MBE for her services to education, continues to be a pillar of our community despite her diagnosis.	Together they have organised local events, including a Parkinson’s choir that brings joy and support to many.	Following our meeting, I wrote to Kirklees council and Calderdale and Huddersfield NHS foundation trust to ask what more can be done. I also contacted the Department of Health and Social Care regarding regular consultations and better medication management, and the Minister informed me that the neurology service specification is being updated, and will be published later this year.																		no group mentioned		271927525
commons_2025_49039:019	Raven	97670364	2026-06-18T11:55:47.554000Z	2026-06-18T11:55:47.554012Z	20.899	House of Commons	2025	2025-05-21	Over a cup of tea in February, they shared their experiences and highlighted the urgent need for better Parkinson’s care in Kirklees.	Liz, who received an MBE for her services to education, continues to be a pillar of our community despite her diagnosis.	Together they have organised local events, including a Parkinson’s choir that brings joy and support to many.	Following our meeting, I wrote to Kirklees council and Calderdale and Huddersfield NHS foundation trust to ask what more can be done. I also contacted the Department of Health and Social Care regarding regular consultations and better medication management, and the Minister informed me that the neurology service specification is being updated, and will be published later this year.																		no group mentioned		271927525
commons_2025_49039:019	Zebra	97534502	2026-06-16T06:38:52.083174Z	2026-06-16T06:38:52.083187Z	32.024	House of Commons	2025	2025-05-21	Over a cup of tea in February, they shared their experiences and highlighted the urgent need for better Parkinson’s care in Kirklees.	Liz, who received an MBE for her services to education, continues to be a pillar of our community despite her diagnosis.	Together they have organised local events, including a Parkinson’s choir that brings joy and support to many.	Following our meeting, I wrote to Kirklees council and Calderdale and Huddersfield NHS foundation trust to ask what more can be done. I also contacted the Department of Health and Social Care regarding regular consultations and better medication management, and the Minister informed me that the neurology service specification is being updated, and will be published later this year.																		no group mentioned		271927525
lords_2025_01963:031	Robin	97785175	2026-06-21T16:30:03.377402Z	2026-06-21T16:30:03.377413Z	32.511	House of Lords	2025	2025-01-20	If the Minister does not think that that clause is the appropriate place for it, I will understand; but if so, I hope she will tell me where in Bill it should go, because I really believe it should be there.	As a postscript that has nothing to do with community treatment orders, for people with mental health conditions who need medication, people with autism without mental health conditions—I am looking away from the noble Baroness, Lady Murphy, at this point—and people with autism who need ongoing medication for, for example, autism-related anxiety, personalised medicine is going to be a real advantage, enabling them to know exactly the right drug and the right dosage.	It is out of reach on the NHS at the moment, but personalised medicine, using DNA testing to get the right dosage, is very good.	I hope we are going to see it pretty soon, particularly in mental health. Let us start with mental health.				other health-related group										unclear	pro-group	endorse				271927526
lords_2025_01963:031	Raven	97670391	2026-06-18T11:56:30.824683Z	2026-06-18T11:56:30.824695Z	41.736	House of Lords	2025	2025-01-20	If the Minister does not think that that clause is the appropriate place for it, I will understand; but if so, I hope she will tell me where in Bill it should go, because I really believe it should be there.	As a postscript that has nothing to do with community treatment orders, for people with mental health conditions who need medication, people with autism without mental health conditions—I am looking away from the noble Baroness, Lady Murphy, at this point—and people with autism who need ongoing medication for, for example, autism-related anxiety, personalised medicine is going to be a real advantage, enabling them to know exactly the right drug and the right dosage.	It is out of reach on the NHS at the moment, but personalised medicine, using DNA testing to get the right dosage, is very good.	I hope we are going to see it pretty soon, particularly in mental health. Let us start with mental health.				disabled people										cultural	pro-group	endorse				271927526
lords_2025_01963:031	Zebra	97534579	2026-06-16T06:40:27.035919Z	2026-06-16T06:40:27.035931Z	93.566	House of Lords	2025	2025-01-20	If the Minister does not think that that clause is the appropriate place for it, I will understand; but if so, I hope she will tell me where in Bill it should go, because I really believe it should be there.	As a postscript that has nothing to do with community treatment orders, for people with mental health conditions who need medication, people with autism without mental health conditions—I am looking away from the noble Baroness, Lady Murphy, at this point—and people with autism who need ongoing medication for, for example, autism-related anxiety, personalised medicine is going to be a real advantage, enabling them to know exactly the right drug and the right dosage.	It is out of reach on the NHS at the moment, but personalised medicine, using DNA testing to get the right dosage, is very good.	I hope we are going to see it pretty soon, particularly in mental health. Let us start with mental health.				other health-related group										economic	pro-group	endorse				271927526
commons_2026_24654:023	Raven	97670520	2026-06-18T12:00:03.458710Z	2026-06-18T12:00:03.458720Z	211.26	House of Commons	2026	2026-03-18	We would need to give that careful consideration, as well as ensuring that we do not introduce voter confusion, particularly if there were any differences in the franchises.	There are a number of things around the introduction of the UK Government’s proposals on AVR, set alongside what the Welsh Government intend to do, that we need to consider from an implementation point of view.	I am sure this will be a theme throughout this evidence session, but we would welcome more alignment in policy terms between the UK Government and the devolved elections, because that makes it easier for voters and simpler for administrators, and probably also reduces the cost to the public purse.	You will understand that I am not commenting on the policy position, but from the perspective of what is involved in implementing these changes. Q																		no group mentioned		271927527
commons_2026_24654:023	Whale	97562044	2026-06-16T14:36:04.153181Z	2026-06-16T14:36:04.153192Z	205.113	House of Commons	2026	2026-03-18	We would need to give that careful consideration, as well as ensuring that we do not introduce voter confusion, particularly if there were any differences in the franchises.	There are a number of things around the introduction of the UK Government’s proposals on AVR, set alongside what the Welsh Government intend to do, that we need to consider from an implementation point of view.	I am sure this will be a theme throughout this evidence session, but we would welcome more alignment in policy terms between the UK Government and the devolved elections, because that makes it easier for voters and simpler for administrators, and probably also reduces the cost to the public purse.	You will understand that I am not commenting on the policy position, but from the perspective of what is involved in implementing these changes. Q												technical (semi)-professionals						no group appealed		271927527
commons_2026_24654:023	Zebra	97534642	2026-06-16T06:41:54.882773Z	2026-06-16T06:41:54.882791Z	86.492	House of Commons	2026	2026-03-18	We would need to give that careful consideration, as well as ensuring that we do not introduce voter confusion, particularly if there were any differences in the franchises.	There are a number of things around the introduction of the UK Government’s proposals on AVR, set alongside what the Welsh Government intend to do, that we need to consider from an implementation point of view.	I am sure this will be a theme throughout this evidence session, but we would welcome more alignment in policy terms between the UK Government and the devolved elections, because that makes it easier for voters and simpler for administrators, and probably also reduces the cost to the public purse.	You will understand that I am not commenting on the policy position, but from the perspective of what is involved in implementing these changes. Q																		no group mentioned		271927527
lords_2025_19887:043	Whale	97746604	2026-06-20T06:19:14.952551Z	2026-06-20T06:19:14.952563Z	99.889	House of Lords	2025	2025-07-01	I turn now to Amendments 33 to 36 and 40.	The Government recognise that some tenants may avoid challenging unreasonable rent increases out of fear that they will be saddled with significant amounts of backdating, which they will be unable to afford.	By removing the ability of the tribunals to backdate a rent increase, tenants, particularly vulnerable tenants, will be empowered to challenge what they believe to be an above market rate rent increase.	This reduces the risk of an unreasonable rent increase causing a tenant financial hardship, or even being used to force someone out of their home. This is a really important measure to encourage people to challenge unreasonable rent increases.													non-RISS	economic	pro-group	endorse				271927528
lords_2025_19887:043	Raven	97670569	2026-06-18T12:01:02.359876Z	2026-06-18T12:01:02.359892Z	57.186	House of Lords	2025	2025-07-01	I turn now to Amendments 33 to 36 and 40.	The Government recognise that some tenants may avoid challenging unreasonable rent increases out of fear that they will be saddled with significant amounts of backdating, which they will be unable to afford.	By removing the ability of the tribunals to backdate a rent increase, tenants, particularly vulnerable tenants, will be empowered to challenge what they believe to be an above market rate rent increase.	This reduces the risk of an unreasonable rent increase causing a tenant financial hardship, or even being used to force someone out of their home. This is a really important measure to encourage people to challenge unreasonable rent increases.													non-RISS	economic	pro-group	endorse				271927528
lords_2025_19887:043	Zebra	97534674	2026-06-16T06:42:36.192353Z	2026-06-16T06:42:36.192366Z	39.993	House of Lords	2025	2025-07-01	I turn now to Amendments 33 to 36 and 40.	The Government recognise that some tenants may avoid challenging unreasonable rent increases out of fear that they will be saddled with significant amounts of backdating, which they will be unable to afford.	By removing the ability of the tribunals to backdate a rent increase, tenants, particularly vulnerable tenants, will be empowered to challenge what they believe to be an above market rate rent increase.	This reduces the risk of an unreasonable rent increase causing a tenant financial hardship, or even being used to force someone out of their home. This is a really important measure to encourage people to challenge unreasonable rent increases.											poor/low-income			economic	pro-group	endorse				271927528
commons_1980_30961:030	Robin	97785142	2026-06-21T16:24:38.157330Z	2026-06-21T16:24:38.157343Z	18.754	House of Commons	1980	1980-06-24	I should be surprised if a council of about 18 persons, comprising three interest groups, were to be particularly flexible, but the council's function would not, I understand, be confined to Welsh language scheduling.	The Government hope that at least 20 hours of Welsh language programmes will be available per week by the autumn of 1982, when we hope that the fourth channel service will start.	This amounts to more than three hours a day.	The IBA intends to transmit 12 hours a week of programmes in Welsh once the fourth channel is on the air, compared with the seven hours that are now broadcast. The BBC also intends to increase its present eight hours a week of Welsh language programmes to 10 hours a week.																		no group appealed		271927529
commons_1980_30961:030	Raven	97670619	2026-06-18T12:02:31.339985Z	2026-06-18T12:02:31.339997Z	87.607	House of Commons	1980	1980-06-24	I should be surprised if a council of about 18 persons, comprising three interest groups, were to be particularly flexible, but the council's function would not, I understand, be confined to Welsh language scheduling.	The Government hope that at least 20 hours of Welsh language programmes will be available per week by the autumn of 1982, when we hope that the fourth channel service will start.	This amounts to more than three hours a day.	The IBA intends to transmit 12 hours a week of programmes in Welsh once the fourth channel is on the air, compared with the seven hours that are now broadcast. The BBC also intends to increase its present eight hours a week of Welsh language programmes to 10 hours a week.																		no group mentioned		271927529
commons_1980_30961:030	Zebra	97534723	2026-06-16T06:43:38.184755Z	2026-06-16T06:44:00.927831Z	75.911	House of Commons	1980	1980-06-24	I should be surprised if a council of about 18 persons, comprising three interest groups, were to be particularly flexible, but the council's function would not, I understand, be confined to Welsh language scheduling.	The Government hope that at least 20 hours of Welsh language programmes will be available per week by the autumn of 1982, when we hope that the fourth channel service will start.	This amounts to more than three hours a day.	The IBA intends to transmit 12 hours a week of programmes in Welsh once the fourth channel is on the air, compared with the seven hours that are now broadcast. The BBC also intends to increase its present eight hours a week of Welsh language programmes to 10 hours a week.					majority/national in-group									cultural	pro-group	endorse				271927529
commons_1980_23700:005	Robin	97785186	2026-06-21T16:30:50.523776Z	2026-06-21T16:30:50.523786Z	14.628	House of Commons	1980	1980-05-02	While there is no lack of recruits to the Metropolitan Police, there is a shortage of training places.	I am concerned that in allocating the newly trained men between the inner London divisions and the outer London divisions, there may well be a temptation to put them into inner London.	Outer London needs additional police urgently, and I hope that preference in allocation will not be given to inner London.	---																		no group mentioned		271927530
commons_1980_23700:005	Raven	97670642	2026-06-18T12:03:22.460845Z	2026-06-18T12:03:22.460856Z	49.764	House of Commons	1980	1980-05-02	While there is no lack of recruits to the Metropolitan Police, there is a shortage of training places.	I am concerned that in allocating the newly trained men between the inner London divisions and the outer London divisions, there may well be a temptation to put them into inner London.	Outer London needs additional police urgently, and I hope that preference in allocation will not be given to inner London.	---																		no group appealed		271927530
